verdetto;nome;citta;provincia;self;distanza_m;osm_id;osm_nome;app_feriali;osm_feriali;esito_feriali;app_sabato;osm_sabato;esito_sabato;app_domenica;osm_domenica;esito_domenica;osm_opening_hours;osm_check_date;lat;lng
diverso;CIMOIL02;ALESSANDRIA;AL;1;15;node/227770719;Cimoil;07:00-20:00;06:00-21:00;diverso;07:00-20:00;06:00-21:00;diverso;08:00-13:00;chiuso;app aperto, OSM chiuso;"PH 08:00-19:00; Mo-Sa 06:00-21:00";;44.900659;8.654644
diverso;SCUPPA ROBERTO;CASTELPLANIO;AN;;5;node/3150785132;Q8;06:00-21:00;08:00-20:00;diverso;06:00-21:00;08:00-20:00;diverso;08:00-12:00/15:00-19:00;chiuso;app aperto, OSM chiuso;Mo-Sa 08:00-20:00;;43.497104;13.104385
diverso;SAM METANO;MERGO;AN;;15;way/362777256;Sam Metano;06:00-20:00;06:00-20:00;uguale;06:00-20:00;06:00-20:00;uguale;07:00-12:30/14:30-19:30;08:00-12:30/14:30-19:30;diverso;"Mo-Sa 06:00-20:00; Su 08:00-12:30,14:30-19:30";;43.4593;13.0514
diverso;TAMOIL - SASSOFERRATO;SASSOFERRATO;AN;;3;node/227952845;Tamoil;07:00-20:00;07:00-12:30/15:00-19:00;diverso;07:00-20:00;07:00-12:30/15:00-19:00;diverso;07:00-12:30;07:00-12:30/15:00-19:00;diverso;07:00-12:30,15:00-19:00;;43.436132;12.873086
diverso;_SUDPETROLI1;SAN SALVATORE TELESINO;BN;;6;node/228109196;Sud Petroli Gambuti;07:30-21:00;08:00-21:00;scostamento <=30 min;06:00-21:00;08:00-21:00;diverso;07:00-13:00/14:30-19:30;08:00-21:00;diverso;Mo-Su 08:00-21:00;;41.225921;14.481858
diverso;IP VIA NUOVA BAZZANESE;BOLOGNA;BO;;1;node/226925846;IP;08:00-12:00/15:00-19:00;07:00-19:00;diverso;08:00-12:00/15:00-19:00;08:00-18:30;diverso;chiuso;chiuso;uguale;"Mo-Fr 07:00-19:00; Sa 08:00-18:30";;44.492256;11.262711
diverso;ITALMET s.r.l.;BOLOGNA;BO;;13;node/228039746;Metano;06:10-22:00;06:10-24:00;diverso;06:10-22:00;06:10-24:00;diverso;06:10-22:00;06:10-24:00;diverso;Mo-Su 06:10-00:45;;44.494664;11.400545
diverso;Metano Borgo Panigale;BOLOGNA;BO;;6;node/228039733;Bipiemme;06:00-20:00;06:00-21:50;diverso;06:00-20:00;06:00-21:50;diverso;chiuso;06:00-21:50;app chiuso, OSM aperto;Mo-Su 06:00-21:50;;44.525321;11.255246
diverso;Sprint Gas Stalingrado;BOLOGNA;BO;;52;way/1531470144;SprintGas;07:30-20:20;07:00-24:00;diverso;07:30-20:20;07:00-24:00;diverso;chiuso;07:00-24:00;app chiuso, OSM aperto;Mo-Su 07:00-24:00;;44.519825;11.362608
diverso;SASSOMET SRL;CASALECCHIO DI RENO;BO;;7;node/229139876;Metano;06:00-21:45;06:00-23:45;diverso;06:00-21:45;06:00-23:45;diverso;06:00-21:45;06:00-23:45;diverso;Mo-Su 06:00-23:45;;44.491776;11.255072
diverso;metanolapalazzina;MOLINELLA;BO;;0;node/5853345060;Metano per auto;06:30-20:00;06:30-12:00/16:00-19:00;diverso;06:30-20:00;06:30-12:00;diverso;07:00-13:00;chiuso;app aperto, OSM chiuso;"Mo-Fr 06:30-12:00, 16:00-19:00; Sa 06:30-12:00";;44.631428;11.671283
diverso;Vega Crespellano;VALSAMOGGIA;BO;;8;way/73423233;PB Metano;07:00-19:00;06:30-19:30;scostamento <=30 min;07:00-13:00;06:30-18:30;diverso;chiuso;chiuso;uguale;"Mo-Fr 06:30-19:30; Sa 06:30-18:30; Su off";;44.533321;11.182342
diverso;MENGA PETROLI;CELLINO SAN MARCO;BR;;16;way/333843681;Menga Petroli;07:00-19:30;08:30-20:00;diverso;07:00-19:30;08:30-20:00;diverso;08:30-12:30;08:00-12:00;scostamento <=30 min;"Mo-Sa 08:30-20:00; Su 08:00-12:00; PH off";;40.47867;17.98127
diverso;REICA SRL - Metano;SAN VITO DEI NORMANNI;BR;;3;node/4319285990;Metano;06:00-21:00;06:30-21:00;scostamento <=30 min;06:00-21:00;06:30-21:00;scostamento <=30 min;07:00-13:00;08:00-12:00/16:00-21:00;diverso;"Mo-Sa 06:30-21:00; Su 08:00-12:00,16:00-21:00";;40.637981;17.689729
diverso;Esso;BRESCIA;BS;;4;node/6654527711;Esso;07:00-20:00;07:00-19:30;scostamento <=30 min;07:00-20:00;07:00-19:30;scostamento <=30 min;08:00-13:00;07:00-19:30;diverso;"07:00-19:30; PH off";;45.505132;10.275528
diverso;Roncadelle Sud;RONCADELLE;BS;;7;node/228292614;Esso;07:30-19:00;06:30-18:50;diverso;07:30-14:00;07:30-11:50;diverso;chiuso;chiuso;uguale;"Mo-Fr 06:30-18:50; Sa 07:30-11:50";;45.537132;10.151906
diverso;Tamoil;NATURNO;BZ;;7;way/995631960;Tamoil;07:00-12:15/14:00-18:00;07:00-12:30/14:00-19:00;diverso;07:00-12:15;07:00-12:30/14:00-19:00;diverso;chiuso;chiuso;uguale;"Mo-Sa 07:00-12:30,14:00-19:00; PH,Su off";;46.662883;11.043266
diverso;New Energy Maddaloni;MADDALONI;CE;;2;node/5853343819;New Energy Maddaloni;05:00-22:00;06:00-21:00;diverso;05:00-22:00;06:00-21:00;diverso;05:00-22:00;07:00-13:00/15:00-21:00;diverso;"Mo-Sa 06:00-21:00; Su 07:00-13:00,15:00-21:00";;41.043152;14.397949
diverso;IperStation Stop & Go Grandate;GRANDATE;CO;1;24;way/1375178502;Iper Station;08:00-19:00;08:00-21:00;diverso;08:00-19:00;08:00-21:00;diverso;chiuso;chiuso;uguale;Mo-Sa 08:00-21:00;;45.770146;9.058767
diverso;METALUPIAE SRL;MURO LECCESE;LE;;20;way/837053247;Metalupiae;06:00-20:30;06:00-21:30;diverso;06:00-20:30;06:00-21:30;diverso;06:00-20:30;06:00-21:30;diverso;Mo-Su 06:00-21:30;;40.101148;18.315096
diverso;Erredue snc;GUARDAMIGLIO;LO;;7;node/3914851582;DKV;07:00-20:00;07:00-19:00;diverso;07:00-19:30;07:00-19:00;scostamento <=30 min;07:00-19:30;07:00-19:00;scostamento <=30 min;Mo-Su 07:00-19:00;;45.103816;9.684528
diverso;S.I.M. srl;MASSAROSA;LU;;13;node/227945784;Metano Sprint;07:00-24:00;07:00-24:00;uguale;07:00-24:00;07:00-24:00;uguale;07:00-24:00;08:00-12:45/15:00-24:00;diverso;"Mo-Sa 07:00-24:00; Su 08:00-12:45,15:00-24:00; PH 08:00-12:45,15:00-24:00";;43.879688;10.291568
diverso;METANO AUTO DESIO SRL;DESIO;MB;1;132;node/228274182;Q8 easy;07:00-13:00;07:00-12:30/14:00-19:30;diverso;07:00-13:00;08:00-12:30/14:30-18:30;diverso;chiuso;chiuso;uguale;"Mo-Fr 07:00-12:30,14:00-19:30; Sa 08:00-12:30,14:30-18:30; PH off";;45.600796;9.201271
diverso;CORRADINI NELLO E C. SNC;CORRIDONIA;MC;;38;way/113743551;IP;06:30-13:00/16:00-20:00;06:30-20:00;diverso;06:30-13:00/16:00-20:00;06:30-20:00;diverso;06:30-12:30;06:30-20:00;diverso;Mo-Su 06:30-20:00;;43.255294;13.485305
diverso;SFORZACOSTA;MACERATA;MC;;23;node/13266513140;Q8;07:00-20:00;07:30-20:00;scostamento <=30 min;07:00-12:00;07:30-13:30;diverso;chiuso;chiuso;uguale;"Mo-Fr 07:30-20:00; Sa 07:30-13:30";;43.262965;13.443261
diverso;SUPER GAS SRL;MODENA;MO;;19;node/14045824930;Metano Auto;07:00-20:00;07:00-21:00;diverso;07:00-20:00;07:00-20:00;uguale;07:00-12:50;07:00-13:00;scostamento <=30 min;"Mo-Fr 07:00-21:00; Sa 07:00-20:00; Su 07:00-13:00";;44.62083;10.953305
diverso;ME-TRA spa;SASSUOLO;MO;;18;way/143871270;Metano per auto e benzine;07:00-21:00;07:30-20:30;scostamento <=30 min;07:00-21:00;07:30-20:30;scostamento <=30 min;08:00-13:00/15:00-20:00;13:30-20:30;diverso;"Mo-Sa 07:30-20:30; Su 13:30-20:30";;44.585037;10.789779
diverso;COSTANTIN VILLANOVA - METANO;VILLANOVA DI CAMPOSAMPIERO;PD;;31;node/2750283072;Costantin;07:30-12:30/15:00-19:30;07:00-12:30/14:30-19:00;scostamento <=30 min;07:30-12:30/15:00-19:30;07:00-12:30;diverso;08:30-12:30;chiuso;app aperto, OSM chiuso;"Mo-Fr 07:00-12:30,14:30-19:00; Sa 07:00-12:30";;45.488866;11.97786
diverso;DAM CARBURANTI;CEPAGATTI;PE;;4;node/13047676993;DAM Carburanti;06:30-21:00;08:00-13:00/15:00-18:00;diverso;06:30-21:00;08:00-13:00/15:00-18:00;diverso;08:00-13:00/15:00-18:00;08:00-13:00/15:00-18:00;uguale;08:00-13:00,15:00-18:00;2021-03-25;42.339592;14.116643
diverso;PERUGIA CENTOVA 2;PERUGIA;PG;1;71;node/228083877;Metano Sensi;06:00-20:30;06:00-20:30;uguale;06:00-20:30;06:00-20:30;uguale;06:00-13:00;07:00-13:00;diverso;"Mo-Sa 06:00-20:30; Su 07:00-13:00";;43.092777;12.357953
diverso;PISA CARBURANTI OSPEDALETTO;PISA;PI;;7;node/2400594728;Pisa Carburanti;06:00-20:00;07:00-19:30;diverso;06:00-20:00;07:00-19:30;diverso;07:00-12:30;08:00-13:00;diverso;"Mo-Sa 07:00-19:30; Su 08:00-13:00";;43.675386;10.430293
diverso;ENERGYCA SACILE;SACILE;PN;;21;node/4746989817;Energyca;08:00-13:00/15:00-19:30;09:00-13:00/15:00-19:30;diverso;08:00-13:00/15:00-19:30;09:00-13:00/15:00-19:30;diverso;09:00-13:00;09:00-13:00/15:00-19:30;diverso;Mo-Su 09:00-13:00, 15:00-19:30;;45.943733;12.46252
diverso;STAZIONE FOSSOMBRONE;FOSSOMBRONE;PU;;8;node/2853612774;Metano;07:00-20:00;07:00-20:00;uguale;07:00-20:00;07:00-20:00;uguale;08:00-12:00;07:00-12:00;diverso;"Mo-Sa 07:00-20:00; Su 07:00-12:00";;43.688423;12.830117
diverso;RAVENNA ENILIVE STATION;RAVENNA;RA;;13;node/5045061781;Eni;06:00-19:30;06:00-19:30;uguale;07:00-19:00;06:00-19:30;diverso;07:00-19:00;chiuso;app aperto, OSM chiuso;Mo-Sa 06:00-19:30;2026-06-02;44.407305;12.175359
diverso;SAVIO ENILIVE STATION;RAVENNA;RA;;20;node/227908029;Repsol;07:00-13:00/15:00-19:00;06:30-19:30;diverso;07:00-13:00/15:00-19:00;06:30-19:30;diverso;chiuso;chiuso;uguale;Mo-Sa 06:30-19:30;;44.309727;12.285044
diverso;Metanauto S.r.l.;REGGIO NELL'EMILIA;RE;;5;node/227787777;Metano;07:00-22:00;07:00-21:00;diverso;07:00-22:00;07:00-21:00;diverso;07:00-20:30;07:00-21:00;scostamento <=30 min;07:00-21:00;;44.710404;10.597647
diverso;BLANCO PETROLI - MODICA SS 194 KM 102+080;MODICA;RG;1;42;node/6813459491;BP;06:00-24:00;06:00-22:00;diverso;06:00-24:00;06:00-22:00;diverso;06:00-24:00;07:00-22:00;diverso;"Mo-Sa,PH 06:00-22:00; Su 07:00-22:00";;36.807033;14.779234
diverso;Keropetrol RImini;RIMINI;RN;1;19;node/5045028493;Energy Rete;07:30-12:30/14:30-19:30;07:00-20:00;diverso;07:30-12:30/14:30-19:30;07:00-20:00;diverso;chiuso;07:00-12:30/15:00-19:30;app chiuso, OSM aperto;"Mo-Sa 07:00-20:00; Su 07:00-12:30,15:00-19:30";;44.039049;12.592739
diverso;TROMBETTA SAS DI TROMBETTA MILCO E TROMBETTA LAURA & C.;BOSARO;RO;;7;node/228102079;Metano;07:00-21:00;07:00-19:30;diverso;07:00-21:00;07:00-19:30;diverso;07:00-12:30/14:00-20:00;chiuso;app aperto, OSM chiuso;"Mo-Sa 07:00-19:30; PH off";;44.984258;11.760352
diverso;(1)PREALPINA DISTRIBUZIONE CARBURANTI SRL - CASORATE SEMPIONE;CASORATE SEMPIONE;VA;;7;way/236961490;Prealpina Carburanti;07:00-12:15/14:00-19:00;07:30-12:20/14:30-18:40;scostamento <=30 min;07:00-12:15;07:30-12:20/14:30-18:40;diverso;chiuso;chiuso;uguale;Mo-Sa 07:30-12:20, 14:30-18:40;2026-04-14;45.665202;8.749527
diverso;Metanauto Garda Sud S.r.l.;CAVAION VERONESE;VR;;8;node/228072207;Agip metano;08:00-12:30/15:00-19:00;07:00-20:00;diverso;08:00-12:30/15:00-19:00;07:00-20:00;diverso;08:00-12:30/15:00-19:00;chiuso;app aperto, OSM chiuso;"PH 08:00-12:30,15:00-19:00; Mo-Sa 07:00-20:00";;45.543865;10.802103
diverso;VERONA;VERONA;VR;;187;node/228109189;Metanauto Bassone;07:00-19:30;07:00-20:00;scostamento <=30 min;07:30-19:00;07:00-20:00;diverso;08:00-12:00;07:00-20:00;diverso;Mo-Su 07:00-20:00;;45.446303;10.895779
diverso;ENI SPA;ZEVIO;VR;;3;node/5042150355;Eni;07:30-12:30/14:30-19:00;07:30-19:00;diverso;07:30-12:15;07:30-19:00;diverso;chiuso;chiuso;uguale;Mo-Sa 07:30-19:00;;45.369698;11.049117
app aperto, OSM chiuso;Enercoop Castel Maggiore;CASTEL MAGGIORE;BO;;5;node/7801909357;Metano;07:00-19:30;07:00-20:00;scostamento <=30 min;07:00-19:30;07:00-20:00;scostamento <=30 min;09:00-13:00/15:00-18:30;chiuso;app aperto, OSM chiuso;"Mo-Sa 07:00-20:00; PH 09:00-13:00,15:00-19:30";;44.566177;11.35494
app aperto, OSM chiuso;natali- castenaso;CASTENASO;BO;1;2;node/7801915072;Metano;05:00-20:00;05:00-20:00;uguale;05:00-20:00;05:00-20:00;uguale;08:00-13:00/14:00-20:00;chiuso;app aperto, OSM chiuso;"Mo-Sa 05:00-20:00; PH 08:00-13:00,14:00-20:00";;44.522229;11.42644
app aperto, OSM chiuso;cm di curri alberto e c. snc;FERRARA;FE;;10;node/2032250210;metano;07:00-19:30;07:00-20:00;scostamento <=30 min;07:00-19:30;07:00-20:00;scostamento <=30 min;07:00-19:30;chiuso;app aperto, OSM chiuso;"Mo-Fr 07:00-20:00; Sa 07:00-20:00";;44.812276;11.632346
app aperto, OSM chiuso;Distributore carburanti Lucca;LUCCA;LU;;14;node/5853344618;Metano;07:00-21:00;07:00-21:00;uguale;07:00-21:00;07:00-21:00;uguale;07:30-12:45/14:30-21:00;chiuso;app aperto, OSM chiuso;"Mo-Sa 07:00-21:00; PH 07:30-12:45,14:30-21:00";;43.848463;10.466395
app aperto, OSM chiuso;MASSAROSA;MASSAROSA;LU;;5;node/227849114;Tamoil;07:30-12:30/15:00-19:00;07:30-12:30/15:00-19:00;uguale;07:30-12:30/15:00-19:00;07:30-12:30/15:00-19:00;uguale;08:30-12:00;chiuso;app aperto, OSM chiuso;"Mo-Sa 07:30-12:30,15:00-19:00; PH 08:30-12:00";;43.87387;10.331478
app aperto, OSM chiuso;ENI SAN DONATO METANO;SAN DONATO MILANESE;MI;1;81;node/228091314;Eni;07:00-19:15;chiuso;app aperto, OSM chiuso;07:30-17:30;chiuso;app aperto, OSM chiuso;chiuso;chiuso;uguale;closed;;45.421341;9.257046
app aperto, OSM chiuso;COLLE VAL D'ELSA;COLLE DI VAL D'ELSA;SI;;12;way/1290111089;Colmetano;07:30-13:00/14:30-20:00;07:30-13:00/14:30-20:00;uguale;07:30-13:00/14:30-20:00;07:30-13:00/14:30-20:00;uguale;07:30-12:20/15:00-20:00;chiuso;app aperto, OSM chiuso;"Mo-Sa 07:30-13:00, 14:30-20:00; PH 07:30-12:30, 15:00-20:00";;43.434887;11.142457
app chiuso, OSM aperto;SHELL  IT 1041;BOLZANO;BZ;1;15;node/221915626;Shell;06:00-20:00;06:00-20:00;uguale;06:00-20:00;06:00-20:00;uguale;chiuso;06:00-20:00;app chiuso, OSM aperto;Mo-Su 06:00-20:00;;46.471597;11.316781
app chiuso, OSM aperto;Torregas Srl - Gallicano;GALLICANO;LU;;3;node/6045998668;Api-Ip;07:00-12:00/14:30-19:00;07:00-12:00/14:30-19:00;uguale;08:00-12:00;08:00-12:30;scostamento <=30 min;chiuso;09:00-12:00;app chiuso, OSM aperto;"Mo-Fr 07:00-12:00,14:30-19:00; Sa 08:00-12:30; Su 09:00-12:00";;44.049236;10.455308
app chiuso, OSM aperto;Green Fuel Company S.p.A. - Novara;NOVARA;NO;;6;way/1303081791;Green Fuel Company;07:00-19:30;07:00-20:00;scostamento <=30 min;07:00-19:30;07:00-20:00;scostamento <=30 min;chiuso;08:00-13:00;app chiuso, OSM aperto;"Mo-Sa 07:00-20:00; Su 08:00-13:00";;45.429152;8.603957
